,dt,Country,avg
594,1758,Romania,7.506833332999999
595,1758,Saint Pierre And Miquelon,2.8595833330000002
596,1758,San Marino,12.94008333
597,1758,Serbia,8.857416667
598,1758,Slovakia,6.5085
599,1758,Slovenia,8.766416667
600,1758,Spain,12.38891667
601,1758,Sweden,1.20475
602,1758,Switzerland,6.097083333
603,1758,Tunisia,18.68533333
604,1758,Ukraine,6.181
605,1758,United Kingdom,7.698166667000001
606,1758,United Kingdom (Europe),7.915
607,1759,Albania,12.49291667
608,1759,Andorra,11.29975
609,1759,Austria,6.363833333
610,1759,Bahamas,24.54441667
611,1759,Belarus,5.53625
612,1759,Belgium,9.86375
613,1759,Bosnia And Herzegovina,10.437999999999999
614,1759,Bulgaria,10.24041667
615,1759,Croatia,11.41841667
616,1759,Czech Republic,7.721
617,1759,Denmark (Europe),8.209916667
618,1759,Estonia,4.6355
619,1759,Europe,7.7983333329999995
620,1759,Faroe Islands,6.6355
621,1759,Finland,1.0075
622,1759,France,12.8395
623,1759,France (Europe),10.60125
624,1759,Germany,8.41275
625,1759,Greece,14.53483333
626,1759,Guernsey,11.10041667
627,1759,Hungary,9.70275
628,1759,Iceland,1.19025
629,1759,Ireland,9.498333333
630,1759,Isle Of Man,9.583083333
631,1759,Italy,12.89816667
632,1759,Jersey,11.10041667
633,1759,Latvia,5.171833333
634,1759,Liechtenstein,4.888833333
635,1759,Lithuania,5.800166667
636,1759,Luxembourg,9.499916667
637,1759,Macedonia,10.21958333
638,1759,Malta,18.36283333
639,1759,Moldova,8.621583333
640,1759,Monaco,9.33225
641,1759,Montenegro,10.14108333
642,1759,Netherlands,9.959583333
643,1759,Netherlands (Europe),9.589083333
644,1759,Norway,0.08708333300000001
645,1759,Poland,7.466583332999999
646,1759,Portugal,14.45258333
647,1759,Romania,8.552583333
648,1759,Saint Pierre And Miquelon,3.744166667
649,1759,San Marino,14.01875
650,1759,Serbia,9.893666667
651,1759,Slovakia,7.5089999999999995
652,1759,Slovenia,9.80275
653,1759,Spain,13.504000000000001
654,1759,Sweden,2.471666667
655,1759,Switzerland,7.247416667
656,1759,Tunisia,19.7935
657,1759,Ukraine,7.2808333329999995
658,1759,United Kingdom,8.682083333
659,1759,United Kingdom (Europe),8.895166667
660,1760,Albania,12.155
661,1760,Andorra,11.08241667
662,1760,Austria,6.3795
663,1760,Bahamas,19.250999999999998
664,1760,Belarus,4.7515
665,1760,Belgium,9.652416667
666,1760,Bosnia And Herzegovina,10.23358333
667,1760,Bulgaria,9.8045
668,1760,Croatia,11.2765
669,1760,Czech Republic,7.6905
670,1760,Denmark (Europe),7.6605
671,1760,Estonia,3.450583333
672,1760,Europe,7.263416667
673,1760,Faroe Islands,5.722083333
674,1760,Finland,-0.2865
675,1760,France,12.59316667
676,1760,France (Europe),10.47125
677,1760,Germany,8.380166667000001
678,1760,Greece,14.08641667
679,1760,Guernsey,10.71833333
680,1760,Hungary,9.497083332999999
681,1760,Iceland,0.26025
682,1760,Ireland,8.828916667
683,1760,Isle Of Man,8.925666667
684,1760,Italy,12.73241667
685,1760,Jersey,10.71833333
686,1760,Latvia,4.173666667
687,1760,Liechtenstein,5.0215
688,1760,Lithuania,4.9965
689,1760,Luxembourg,9.438833333
690,1760,Macedonia,9.860083333
691,1760,Malta,17.94425
692,1760,Moldova,8.073333332999999
693,1760,Monaco,9.224083333
694,1760,Montenegro,9.853083332999999
695,1760,Netherlands,9.514
696,1760,Netherlands (Europe),9.151
697,1760,Norway,-0.92975
698,1760,Poland,7.113666667
699,1760,Portugal,13.899000000000001
700,1760,Romania,8.136916667000001
701,1760,Saint Pierre And Miquelon,2.317636364
702,1760,San Marino,13.90266667
703,1760,Serbia,9.602416667
704,1760,Slovakia,7.2976666670000006
705,1760,Slovenia,9.735083333
706,1760,Spain,13.07116667
707,1760,Sweden,1.4364166669999998
708,1760,Switzerland,7.3746666670000005
709,1760,Tunisia,19.30441667
710,1760,Ukraine,6.618166667000001
711,1760,United Kingdom,8.033166667
712,1760,United Kingdom (Europe),8.255583332999999
713,1761,Albania,12.87625
714,1761,Andorra,11.30191667
715,1761,Austria,6.572583333
716,1761,Belarus,6.101666667000001
717,1761,Belgium,9.722416667000001
718,1761,Bosnia And Herzegovina,10.72141667
719,1761,Bulgaria,10.75558333
720,1761,Croatia,11.65725
721,1761,Czech Republic,8.073916667
722,1761,Denmark (Europe),8.42625
723,1761,Estonia,5.096
724,1761,Europe,8.135666667
725,1761,Faroe Islands,7.055666667000001
726,1761,Finland,1.5720833330000001
727,1761,France,12.91316667
728,1761,France (Europe),10.53958333
729,1761,Germany,8.596166667
730,1761,Greece,15.02466667
731,1761,Guernsey,11.06808333
732,1761,Hungary,10.07533333
733,1761,Iceland,1.777916667
734,1761,Ireland,9.657833333
735,1761,Isle Of Man,9.636000000000001
736,1761,Italy,12.97216667
737,1761,Jersey,11.06808333
738,1761,Latvia,5.6375
739,1761,Liechtenstein,4.935416667
740,1761,Lithuania,6.273166667000001
741,1761,Luxembourg,9.414333333
742,1761,Macedonia,10.64516667
743,1761,Malta,18.69258333
744,1761,Moldova,9.207916667000001
745,1761,Monaco,9.181083333
746,1761,Montenegro,10.49475
747,1761,Netherlands,9.814583333
748,1761,Netherlands (Europe),9.424916667
749,1761,Norway,0.59025
750,1761,Poland,7.919333332999999
751,1761,Portugal,14.75875
752,1761,Romania,9.060666667000001
753,1761,Saint Pierre And Miquelon,4.5489999999999995
754,1761,San Marino,14.10816667
755,1761,Serbia,10.28558333
756,1761,Slovakia,7.916333333
757,1761,Slovenia,9.983083333
758,1761,Spain,13.69891667
759,1761,Svalbard And Jan Mayen,-7.16825
760,1761,Sweden,2.915
761,1761,Switzerland,7.182916667000001
762,1761,Tunisia,20.13483333
763,1761,Ukraine,7.907083332999999
764,1761,United Kingdom,8.763833333
765,1761,United Kingdom (Europe),8.934
766,1762,Albania,12.70025
767,1762,Andorra,11.14366667
768,1762,Austria,6.080583333
769,1762,Belarus,5.803083332999999
770,1762,Belgium,9.065333333
771,1762,Bosnia And Herzegovina,10.44183333
772,1762,Bulgaria,10.58675
773,1762,Croatia,11.32475
774,1762,Czech Republic,7.42525
775,1762,Denmark (Europe),7.308166667
776,1762,Estonia,4.7546666669999995
777,1762,Europe,7.701083333
778,1762,Faroe Islands,6.230166667000001
779,1762,Finland,1.134833333
780,1762,France,12.623
781,1762,France (Europe),10.205
782,1762,Germany,7.805916667000001
783,1762,Greece,14.8985
784,1762,Guernsey,10.6265
785,1762,Hungary,9.675666667
786,1762,Iceland,1.211416667
787,1762,Ireland,9.092833333
788,1762,Isle Of Man,8.9445
789,1762,Italy,12.74258333
790,1762,Jersey,10.6265
791,1762,Latvia,5.237833333
792,1762,Liechtenstein,4.485333333
793,1762,Lithuania,5.800166667
794,1762,Luxembourg,8.800833333
795,1762,Macedonia,10.4685
796,1762,Malta,18.60983333
797,1762,Moldova,9.011000000000001
798,1762,Monaco,8.958833333
799,1762,Montenegro,10.27766667
800,1762,Netherlands,8.990833333
801,1762,Netherlands (Europe),8.584583333
802,1762,Norway,-0.234083333
803,1762,Poland,7.26325
804,1762,Portugal,14.70208333
805,1762,Romania,8.815666667
806,1762,Saint Pierre And Miquelon,4.0058
807,1762,San Marino,13.8185
808,1762,Serbia,10.03091667
809,1762,Slovakia,7.431
810,1762,Slovenia,9.605583333
811,1762,Spain,13.60883333
812,1762,Svalbard And Jan Mayen,-7.462000000000001
813,1762,Sweden,2.078166667
814,1762,Switzerland,6.824083333
815,1762,Tunisia,20.08525
816,1762,Ukraine,7.734166667
817,1762,United Kingdom,8.0915
818,1762,United Kingdom (Europe),8.221916667
819,1763,Albania,12.02483333
820,1763,Andorra,10.74633333
821,1763,Austria,5.794666667
822,1763,Belarus,4.929166667
823,1763,Belgium,8.877666667
824,1763,Bosnia And Herzegovina,9.917166667
825,1763,Bulgaria,9.792333333
826,1763,Croatia,10.87391667
827,1763,Czech Republic,7.211416667000001
828,1763,Denmark (Europe),7.2503333329999995
829,1763,Estonia,3.865166667
830,1763,Europe,7.20375
831,1763,Faroe Islands,6.0275
832,1763,Finland,0.46733333299999996
833,1763,France,12.2055
834,1763,France (Europe),9.927916667
835,1763,Germany,7.712083333
836,1763,Greece,14.10825
837,1763,Guernsey,10.27183333
838,1763,Hungary,9.191916667000001
839,1763,Iceland,0.706833333
840,1763,Ireland,8.665083333
841,1763,Isle Of Man,8.649
842,1763,Italy,12.31191667
843,1763,Jersey,10.27183333
844,1763,Latvia,4.405833333
845,1763,Liechtenstein,4.2453333330000005
846,1763,Lithuania,5.072166667
847,1763,Luxembourg,8.617916667000001
848,1763,Macedonia,9.760166667
849,1763,Malta,17.91758333
850,1763,Moldova,8.143166667000001
851,1763,Monaco,8.724416667
852,1763,Montenegro,9.653666667000001
853,1763,Netherlands,8.844166667
854,1763,Netherlands (Europe),8.458583333
855,1763,Norway,-0.4135
856,1763,Poland,6.886166667
857,1763,Portugal,13.91108333
858,1763,Romania,8.077083333
859,1763,Saint Pierre And Miquelon,2.0518
860,1763,San Marino,13.41708333
861,1763,Serbia,9.408416667000001
862,1763,Slovakia,6.997000000000001
863,1763,Slovenia,9.2295
864,1763,Spain,12.96158333
865,1763,Svalbard And Jan Mayen,-7.1709
866,1763,Sweden,1.842583333
867,1763,Switzerland,6.611166667000001
868,1763,Tunisia,19.36783333
869,1763,Ukraine,6.782
870,1763,United Kingdom,7.779666667000001
871,1763,United Kingdom (Europe),7.96175
872,1764,Albania,12.86416667
873,1764,Andorra,11.23791667
874,1764,Austria,6.40625
875,1764,Belarus,6.13675
876,1764,Belgium,9.451916667
877,1764,Bosnia And Herzegovina,10.66775
878,1764,Bulgaria,10.767000000000001
879,1764,Croatia,11.57683333
880,1764,Czech Republic,7.787999999999999
881,1764,Denmark (Europe),7.700583332999999
882,1764,Estonia,5.115916667
883,1764,Europe,7.914166667000001
884,1764,Faroe Islands,6.197666667000001
885,1764,Finland,1.34725
886,1764,France,12.77308333
887,1764,France (Europe),10.38233333
888,1764,Germany,8.210416667
889,1764,Greece,15.02133333
890,1764,Guernsey,10.70866667
891,1764,Hungary,9.967333333
892,1764,Iceland,1.1425
893,1764,Ireland,9.031916667
894,1764,Isle Of Man,8.933166667
895,1764,Italy,12.93075
896,1764,Jersey,10.70866667
897,1764,Latvia,5.61875
898,1764,Liechtenstein,4.818666667
899,1764,Lithuania,6.186333332999999
900,1764,Luxembourg,9.189
901,1764,Macedonia,10.63841667
902,1764,Malta,18.6875
903,1764,Moldova,9.248333333
904,1764,Monaco,9.120083333
905,1764,Montenegro,10.47083333
906,1764,Netherlands,9.452416667
907,1764,Netherlands (Europe),9.055916667
908,1764,Norway,-0.10666666699999999
909,1764,Poland,7.643666667000001
910,1764,Portugal,14.70008333
911,1764,Romania,9.052833332999999
912,1764,Saint Pierre And Miquelon,4.7907
913,1764,San Marino,14.04575
914,1764,Serbia,10.25041667
915,1764,Slovakia,7.757416667
916,1764,Slovenia,9.879916667
917,1764,Spain,13.63833333
918,1764,Svalbard And Jan Mayen,-5.134777778
919,1764,Sweden,2.317416667
920,1764,Switzerland,7.120666667
921,1764,Tunisia,20.13133333
922,1764,Ukraine,7.97675
923,1764,United Kingdom,8.13225
924,1764,United Kingdom (Europe),8.263583333
925,1765,Albania,12.73725
926,1765,Andorra,11.20616667
927,1765,Austria,6.119166667000001
928,1765,Belarus,5.970083333
929,1765,Belgium,9.2395
930,1765,Bosnia And Herzegovina,10.48316667
931,1765,Bulgaria,10.65641667
932,1765,Croatia,11.3635
933,1765,Czech Republic,7.470666667000001
934,1765,Denmark (Europe),7.2896666670000005
935,1765,Estonia,4.825
936,1765,Europe,7.671333333
937,1765,Faroe Islands,5.736166667000001
938,1765,Finland,0.901083333
939,1765,France,12.67316667
940,1765,France (Europe),10.26658333
941,1765,Germany,7.884583332999999
942,1765,Greece,14.9235
943,1765,Guernsey,10.60658333
944,1765,Hungary,9.744
945,1765,Iceland,0.81075
946,1765,Ireland,8.87775
947,1765,Isle Of Man,8.729916667000001
948,1765,Italy,12.76858333
949,1765,Jersey,10.60658333
950,1765,Latvia,5.350666667
951,1765,Liechtenstein,4.521166667
952,1765,Lithuania,5.923166667
953,1765,Luxembourg,8.9555
954,1765,Macedonia,10.5145
955,1765,Malta,18.60983333
956,1765,Moldova,9.138833333
957,1765,Monaco,9.033416667000001
958,1765,Montenegro,10.32208333
959,1765,Netherlands,9.23075
960,1765,Netherlands (Europe),8.829833333
961,1765,Norway,-0.718833333
962,1765,Poland,7.35225
963,1765,Portugal,14.74158333
964,1765,Romania,8.910916667
965,1765,Saint Pierre And Miquelon,4.067090909
966,1765,San Marino,13.84216667
967,1765,Serbia,10.08891667
968,1765,Slovakia,7.5083333329999995
969,1765,Slovenia,9.637083333
970,1765,Spain,13.65508333
971,1765,Svalbard And Jan Mayen,-7.757916667000001
972,1765,Sweden,1.691583333
973,1765,Switzerland,6.870916667
974,1765,Tunisia,20.07716667
975,1765,Ukraine,7.885
976,1765,United Kingdom,7.91625
977,1765,United Kingdom (Europe),8.034583332999999
978,1766,Albania,12.60141667
979,1766,Andorra,11.0595
980,1766,Austria,5.9675
981,1766,Belarus,5.9770833329999995
982,1766,Belgium,9.103666667
983,1766,Bosnia And Herzegovina,10.32425
984,1766,Bulgaria,10.51325
985,1766,Croatia,11.204
986,1766,Czech Republic,7.450333333
987,1766,Denmark (Europe),7.967583332999999
988,1766,Estonia,5.200083333
989,1766,Europe,7.897416667000001
990,1766,Faroe Islands,6.796666667
991,1766,Finland,1.8894166669999999
992,1766,France,12.56341667
993,1766,France (Europe),10.104
994,1766,Germany,7.917583333
995,1766,Greece,14.83291667
996,1766,Guernsey,10.54616667
997,1766,Hungary,9.626083333
998,1766,Iceland,1.681416667
999,1766,Ireland,9.016166667
1000,1766,Isle Of Man,8.897083333
1001,1766,Italy,12.61208333
1002,1766,Jersey,10.54616667
1003,1766,Latvia,5.616833333
1004,1766,Liechtenstein,4.284083333
1005,1766,Lithuania,6.130166667
1006,1766,Luxembourg,8.766666667
1007,1766,Macedonia,10.37533333
1008,1766,Malta,18.56375
1009,1766,Moldova,8.9935
1010,1766,Monaco,8.892416667
1011,1766,Montenegro,10.17141667
1012,1766,Netherlands,9.250166667
1013,1766,Netherlands (Europe),8.84675
1014,1766,Norway,0.7546666670000001
1015,1766,Poland,7.501166667000001
1016,1766,Portugal,14.63625
1017,1766,Romania,8.770833332999999
1018,1766,Saint Pierre And Miquelon,4.66075
1019,1766,San Marino,13.66575
1020,1766,Serbia,9.940416667000001
1021,1766,Slovakia,7.445
1022,1766,Slovenia,9.46775
1023,1766,Spain,13.5375
1024,1766,Svalbard And Jan Mayen,-6.902333333
1025,1766,Sweden,3.062833333
1026,1766,Switzerland,6.618666667
1027,1766,Tunisia,20.09
1028,1766,Ukraine,7.75525
1029,1766,United Kingdom,8.144083333
1030,1766,United Kingdom (Europe),8.268416667
1031,1767,Albania,12.16966667
1032,1767,Andorra,11.00658333
1033,1767,Austria,5.4375
1034,1767,Belarus,5.50875
1035,1767,Belgium,8.943
1036,1767,Bosnia And Herzegovina,9.81725
1037,1767,Bulgaria,10.13391667
1038,1767,Croatia,10.67133333
1039,1767,Czech Republic,6.876
1040,1767,Denmark (Europe),7.0920000000000005
1041,1767,Estonia,4.4879166669999995
1042,1767,Europe,7.428999999999999
1043,1767,Faroe Islands,6.244
1044,1767,Finland,0.999416667
1045,1767,France,12.53616667
1046,1767,France (Europe),10.10233333
1047,1767,Germany,7.437
1048,1767,Greece,14.46316667
1049,1767,Guernsey,10.66425
1050,1767,Hungary,9.092333333
1051,1767,Iceland,1.251083333
1052,1767,Ireland,9.169666667000001
1053,1767,Isle Of Man,8.975
1054,1767,Italy,12.14683333
1055,1767,Jersey,10.66425
1056,1767,Latvia,4.923083333
1057,1767,Liechtenstein,3.8538333330000003
1058,1767,Lithuania,5.430333332999999
1059,1767,Luxembourg,8.628916667
1060,1767,Macedonia,9.956
1061,1767,Malta,18.20383333
1062,1767,Moldova,8.634333332999999
1063,1767,Monaco,8.61025
1064,1767,Montenegro,9.708583333
1065,1767,Netherlands,8.89075
1066,1767,Netherlands (Europe),8.482583333
1067,1767,Norway,-0.35216666700000004
1068,1767,Poland,6.806583333
1069,1767,Portugal,14.77575
1070,1767,Romania,8.348333333
1071,1767,Saint Pierre And Miquelon,3.7000909089999996
1072,1767,San Marino,13.12175
1073,1767,Serbia,9.472083332999999
1074,1767,Slovakia,6.879166667000001
1075,1767,Slovenia,8.91775
1076,1767,Spain,13.60325
1077,1767,Svalbard And Jan Mayen,-7.47475
1078,1767,Sweden,1.813666667
1079,1767,Switzerland,6.3505
1080,1767,Tunisia,19.79825
1081,1767,Ukraine,7.4425
1082,1767,United Kingdom,8.103
1083,1767,United Kingdom (Europe),8.234833333
1084,1768,Albania,11.34233333
1085,1768,Andorra,10.64475
1086,1768,Austria,5.1080000000000005
1087,1768,Bahamas,23.76766667
1088,1768,Belarus,4.594333333
1089,1768,Belgium,9.060833333
1090,1768,Bosnia And Herzegovina,9.213416667
1091,1768,Bulgaria,9.1115
1092,1768,Canada,-7.88675
1093,1768,Croatia,10.17158333
1094,1768,Czech Republic,6.508166667
1095,1768,Denmark (Europe),7.15925
1096,1768,Estonia,3.840666667
1097,1768,Europe,6.9035
1098,1768,Faroe Islands,5.919416667
1099,1768,Finland,0.309666667
1100,1768,France,12.20983333
1101,1768,France (Europe),10.00608333
1102,1768,Germany,7.4135
1103,1768,Greece,13.44316667
1104,1768,Guernsey,10.57775
1105,1768,Hungary,8.450083333
1106,1768,Iceland,0.467083333
1107,1768,Ireland,8.941
1108,1768,Isle Of Man,8.98325
1109,1768,Italy,11.8105
1110,1768,Jersey,10.57775
1111,1768,Latvia,4.288916667
1112,1768,Liechtenstein,3.8405
1113,1768,Lithuania,4.833666667
1114,1768,Luxembourg,8.730416667
1115,1768,Macedonia,9.067666667000001
1116,1768,Malta,17.36358333
1117,1768,Moldova,7.542916667
1118,1768,Monaco,8.477833333
1119,1768,Montenegro,8.954583332999999
1120,1768,Netherlands,8.962666667
1121,1768,Netherlands (Europe),8.587083332999999
1122,1768,North America,-0.76675
1123,1768,Norway,-0.721
1124,1768,Poland,6.346416667000001
1125,1768,Portugal,13.88775
1126,1768,Romania,7.401333332999999
1127,1768,Saint Pierre And Miquelon,3.2855
1128,1768,San Marino,12.82175
1129,1768,Serbia,8.691666667
1130,1768,Slovakia,6.27075
1131,1768,Slovenia,8.542083332999999
1132,1768,Spain,12.90508333
1133,1768,Svalbard And Jan Mayen,-8.600416667000001
1134,1768,Sweden,1.6075833330000002
1135,1768,Switzerland,6.422166667000001
1136,1768,Tunisia,18.90666667
1137,1768,Ukraine,6.28275
1138,1768,United Kingdom,8.035333332999999
1139,1768,United Kingdom (Europe),8.258083333
1140,1768,United States,5.57275
1141,1769,Albania,12.39516667
1142,1769,Andorra,10.98991667
1143,1769,Austria,5.9073333329999995
1144,1769,Bahamas,24.7061
1145,1769,Belarus,5.555916667000001
1146,1769,Belgium,9.158166667
1147,1769,Bosnia And Herzegovina,10.18633333
1148,1769,Bulgaria,10.25125
1149,1769,Canada,-3.427875
1150,1769,Croatia,11.09941667
1151,1769,Czech Republic,7.23525
1152,1769,Denmark (Europe),7.509333333
1153,1769,Estonia,4.540666667
1154,1769,Europe,7.559166667
1155,1769,Faroe Islands,6.3209166670000005
1156,1769,Finland,1.022666667
